,feature,original_feature,importance
576,emb_285_lemma_child,emb_lemma_child,0.0033688415
577,emb_286_lemma_child,emb_lemma_child,0.0004447653
578,emb_287_lemma_child,emb_lemma_child,0.0014498476
579,emb_288_lemma_child,emb_lemma_child,0.0009421368
580,emb_289_lemma_child,emb_lemma_child,0.00020542378
581,emb_290_lemma_child,emb_lemma_child,0.00076634955
582,emb_291_lemma_child,emb_lemma_child,0.0010970882
583,emb_292_lemma_child,emb_lemma_child,0.008803723
584,emb_293_lemma_child,emb_lemma_child,0.00046092455
585,emb_294_lemma_child,emb_lemma_child,0.018790288
586,emb_295_lemma_child,emb_lemma_child,0.00036984094
587,emb_296_lemma_child,emb_lemma_child,0.0007047252
588,emb_297_lemma_child,emb_lemma_child,0.0010304668
589,emb_298_lemma_child,emb_lemma_child,0.0012258956
590,emb_299_lemma_child,emb_lemma_child,0.00058897206
591,emb_300_lemma_child,emb_lemma_child,0.00046417367
592,emb_1_lemma_parent,emb_lemma_parent,0.00078492676
593,emb_2_lemma_parent,emb_lemma_parent,0.0025451386
594,emb_3_lemma_parent,emb_lemma_parent,0.0014547106
595,emb_4_lemma_parent,emb_lemma_parent,0.0016443905
596,emb_5_lemma_parent,emb_lemma_parent,0.0010404147
597,emb_6_lemma_parent,emb_lemma_parent,0.0012112462
598,emb_7_lemma_parent,emb_lemma_parent,0.0012953691
599,emb_8_lemma_parent,emb_lemma_parent,0.0021184455
600,emb_9_lemma_parent,emb_lemma_parent,0.0041363365
601,emb_10_lemma_parent,emb_lemma_parent,0.00045417217
602,emb_11_lemma_parent,emb_lemma_parent,0.0020328031
603,emb_12_lemma_parent,emb_lemma_parent,0.0007709472
604,emb_13_lemma_parent,emb_lemma_parent,0.00086046464
605,emb_14_lemma_parent,emb_lemma_parent,0.00090114074
606,emb_15_lemma_parent,emb_lemma_parent,0.0012633085
607,emb_16_lemma_parent,emb_lemma_parent,0.00056566444
608,emb_17_lemma_parent,emb_lemma_parent,0.0047655976
609,emb_18_lemma_parent,emb_lemma_parent,0.0007852501
610,emb_19_lemma_parent,emb_lemma_parent,0.0006808167
611,emb_20_lemma_parent,emb_lemma_parent,0.0009805141
612,emb_21_lemma_parent,emb_lemma_parent,0.0012720969
613,emb_22_lemma_parent,emb_lemma_parent,0.0051779146
614,emb_23_lemma_parent,emb_lemma_parent,0.00034915804
615,emb_24_lemma_parent,emb_lemma_parent,0.0017792197
616,emb_25_lemma_parent,emb_lemma_parent,0.00042953578
617,emb_26_lemma_parent,emb_lemma_parent,0.0006499089
618,emb_27_lemma_parent,emb_lemma_parent,0.0028810252
619,emb_28_lemma_parent,emb_lemma_parent,0.002812693
620,emb_29_lemma_parent,emb_lemma_parent,0.00043467726
621,emb_30_lemma_parent,emb_lemma_parent,0.0003372733
622,emb_31_lemma_parent,emb_lemma_parent,0.0002342744
623,emb_32_lemma_parent,emb_lemma_parent,0.00061023154
624,emb_33_lemma_parent,emb_lemma_parent,0.00050212897
625,emb_34_lemma_parent,emb_lemma_parent,0.00043461035
626,emb_35_lemma_parent,emb_lemma_parent,0.00044434602
627,emb_36_lemma_parent,emb_lemma_parent,0.0012163904
628,emb_37_lemma_parent,emb_lemma_parent,0.0007278
629,emb_38_lemma_parent,emb_lemma_parent,0.0012638947
630,emb_39_lemma_parent,emb_lemma_parent,0.0005480826
631,emb_40_lemma_parent,emb_lemma_parent,0.0005699708
632,emb_41_lemma_parent,emb_lemma_parent,0.0008391218
633,emb_42_lemma_parent,emb_lemma_parent,0.0007542924
634,emb_43_lemma_parent,emb_lemma_parent,0.00067996536
635,emb_44_lemma_parent,emb_lemma_parent,0.00028184988
636,emb_45_lemma_parent,emb_lemma_parent,0.0011869754
637,emb_46_lemma_parent,emb_lemma_parent,0.00036581923
638,emb_47_lemma_parent,emb_lemma_parent,0.0052007
639,emb_48_lemma_parent,emb_lemma_parent,0.0004462143
640,emb_49_lemma_parent,emb_lemma_parent,0.0005644341
641,emb_50_lemma_parent,emb_lemma_parent,0.00040490174
642,emb_51_lemma_parent,emb_lemma_parent,0.00060121855
643,emb_52_lemma_parent,emb_lemma_parent,0.0012249034
644,emb_53_lemma_parent,emb_lemma_parent,0.0005188984
645,emb_54_lemma_parent,emb_lemma_parent,0.00044519643
646,emb_55_lemma_parent,emb_lemma_parent,0.0016670207
647,emb_56_lemma_parent,emb_lemma_parent,0.001519992
648,emb_57_lemma_parent,emb_lemma_parent,0.0010847895
649,emb_58_lemma_parent,emb_lemma_parent,0.0007262556
650,emb_59_lemma_parent,emb_lemma_parent,0.00033289826
651,emb_60_lemma_parent,emb_lemma_parent,0.00059163006
652,emb_61_lemma_parent,emb_lemma_parent,0.0006923554
653,emb_62_lemma_parent,emb_lemma_parent,0.0005039485
654,emb_63_lemma_parent,emb_lemma_parent,0.0025205493
655,emb_64_lemma_parent,emb_lemma_parent,0.0018851033
656,emb_65_lemma_parent,emb_lemma_parent,0.002985686
657,emb_66_lemma_parent,emb_lemma_parent,0.0005450947
658,emb_67_lemma_parent,emb_lemma_parent,0.0005644762
659,emb_68_lemma_parent,emb_lemma_parent,0.00060522585
660,emb_69_lemma_parent,emb_lemma_parent,0.0006438175
661,emb_70_lemma_parent,emb_lemma_parent,0.00040067083
662,emb_71_lemma_parent,emb_lemma_parent,0.00031878296
663,emb_72_lemma_parent,emb_lemma_parent,0.00052216207
664,emb_73_lemma_parent,emb_lemma_parent,0.0009133539
665,emb_74_lemma_parent,emb_lemma_parent,0.001070937
666,emb_75_lemma_parent,emb_lemma_parent,0.0004292722
667,emb_76_lemma_parent,emb_lemma_parent,0.00075772894
668,emb_77_lemma_parent,emb_lemma_parent,0.0005142114
669,emb_78_lemma_parent,emb_lemma_parent,0.0024454065
670,emb_79_lemma_parent,emb_lemma_parent,0.000858495
671,emb_80_lemma_parent,emb_lemma_parent,0.0005005159
672,emb_81_lemma_parent,emb_lemma_parent,0.000601773
673,emb_82_lemma_parent,emb_lemma_parent,0.002889733
674,emb_83_lemma_parent,emb_lemma_parent,0.00052106264
675,emb_84_lemma_parent,emb_lemma_parent,0.00068919925
676,emb_85_lemma_parent,emb_lemma_parent,0.00040422135
677,emb_86_lemma_parent,emb_lemma_parent,0.004694694
678,emb_87_lemma_parent,emb_lemma_parent,0.001116906
679,emb_88_lemma_parent,emb_lemma_parent,0.000624517
680,emb_89_lemma_parent,emb_lemma_parent,0.0014992637
681,emb_90_lemma_parent,emb_lemma_parent,0.0016596409
682,emb_91_lemma_parent,emb_lemma_parent,0.0004002
683,emb_92_lemma_parent,emb_lemma_parent,0.0015898331
684,emb_93_lemma_parent,emb_lemma_parent,0.00092210644
685,emb_94_lemma_parent,emb_lemma_parent,0.0005006574
686,emb_95_lemma_parent,emb_lemma_parent,0.0003987015
687,emb_96_lemma_parent,emb_lemma_parent,0.0006313674
688,emb_97_lemma_parent,emb_lemma_parent,0.00075936614
689,emb_98_lemma_parent,emb_lemma_parent,0.0025991981
690,emb_99_lemma_parent,emb_lemma_parent,0.0021088703
691,emb_100_lemma_parent,emb_lemma_parent,0.00039637508
692,emb_101_lemma_parent,emb_lemma_parent,0.009006748
693,emb_102_lemma_parent,emb_lemma_parent,0.00090691657
694,emb_103_lemma_parent,emb_lemma_parent,0.0008162419
695,emb_104_lemma_parent,emb_lemma_parent,0.00048609814
696,emb_105_lemma_parent,emb_lemma_parent,0.0014905682
697,emb_106_lemma_parent,emb_lemma_parent,0.00062534056
698,emb_107_lemma_parent,emb_lemma_parent,0.00045142608
699,emb_108_lemma_parent,emb_lemma_parent,0.0015299817
700,emb_109_lemma_parent,emb_lemma_parent,0.01850125
701,emb_110_lemma_parent,emb_lemma_parent,0.0022522644
702,emb_111_lemma_parent,emb_lemma_parent,0.0011412121
703,emb_112_lemma_parent,emb_lemma_parent,0.0018381287
704,emb_113_lemma_parent,emb_lemma_parent,0.00077714905
705,emb_114_lemma_parent,emb_lemma_parent,0.0019499097
706,emb_115_lemma_parent,emb_lemma_parent,0.0007760669
707,emb_116_lemma_parent,emb_lemma_parent,0.0013504403
708,emb_117_lemma_parent,emb_lemma_parent,0.0009552287
709,emb_118_lemma_parent,emb_lemma_parent,0.0012116041
710,emb_119_lemma_parent,emb_lemma_parent,0.0009286177
711,emb_120_lemma_parent,emb_lemma_parent,0.00080830156
712,emb_121_lemma_parent,emb_lemma_parent,0.0008816027
713,emb_122_lemma_parent,emb_lemma_parent,0.0025362251
714,emb_123_lemma_parent,emb_lemma_parent,0.0005249997
715,emb_124_lemma_parent,emb_lemma_parent,0.00046740932
716,emb_125_lemma_parent,emb_lemma_parent,0.0009014873
717,emb_126_lemma_parent,emb_lemma_parent,0.0005079031
718,emb_127_lemma_parent,emb_lemma_parent,0.0005854
719,emb_128_lemma_parent,emb_lemma_parent,0.0005761449
720,emb_129_lemma_parent,emb_lemma_parent,0.0020347189
721,emb_130_lemma_parent,emb_lemma_parent,0.0006372686
722,emb_131_lemma_parent,emb_lemma_parent,0.0005171426
723,emb_132_lemma_parent,emb_lemma_parent,0.0011755994
724,emb_133_lemma_parent,emb_lemma_parent,0.00043862915
725,emb_134_lemma_parent,emb_lemma_parent,0.0006471902
726,emb_135_lemma_parent,emb_lemma_parent,0.0016781599
727,emb_136_lemma_parent,emb_lemma_parent,0.0003878041
728,emb_137_lemma_parent,emb_lemma_parent,0.00084049697
729,emb_138_lemma_parent,emb_lemma_parent,0.00096267526
730,emb_139_lemma_parent,emb_lemma_parent,0.0006698322
731,emb_140_lemma_parent,emb_lemma_parent,0.00061892014
732,emb_141_lemma_parent,emb_lemma_parent,0.00046990803
733,emb_142_lemma_parent,emb_lemma_parent,0.00043790095
734,emb_143_lemma_parent,emb_lemma_parent,0.00053163595
735,emb_144_lemma_parent,emb_lemma_parent,0.0013779845
736,emb_145_lemma_parent,emb_lemma_parent,0.00417674
737,emb_146_lemma_parent,emb_lemma_parent,0.00087886304
738,emb_147_lemma_parent,emb_lemma_parent,0.0009890281
739,emb_148_lemma_parent,emb_lemma_parent,0.0008356414
740,emb_149_lemma_parent,emb_lemma_parent,0.0004607713
741,emb_150_lemma_parent,emb_lemma_parent,0.00057296694
742,emb_151_lemma_parent,emb_lemma_parent,0.00067582354
743,emb_152_lemma_parent,emb_lemma_parent,0.0019530886
744,emb_153_lemma_parent,emb_lemma_parent,0.0007234355
745,emb_154_lemma_parent,emb_lemma_parent,0.0009669498
746,emb_155_lemma_parent,emb_lemma_parent,0.003271975
747,emb_156_lemma_parent,emb_lemma_parent,0.001645642
748,emb_157_lemma_parent,emb_lemma_parent,0.00064261083
749,emb_158_lemma_parent,emb_lemma_parent,0.0009534418
750,emb_159_lemma_parent,emb_lemma_parent,0.0011446282
751,emb_160_lemma_parent,emb_lemma_parent,0.0010912598
752,emb_161_lemma_parent,emb_lemma_parent,0.00072721177
753,emb_162_lemma_parent,emb_lemma_parent,0.00068663736
754,emb_163_lemma_parent,emb_lemma_parent,0.0004327567
755,emb_164_lemma_parent,emb_lemma_parent,0.0017108831
756,emb_165_lemma_parent,emb_lemma_parent,0.00057452696
757,emb_166_lemma_parent,emb_lemma_parent,0.00077394885
758,emb_167_lemma_parent,emb_lemma_parent,0.00072865735
759,emb_168_lemma_parent,emb_lemma_parent,0.00075243943
760,emb_169_lemma_parent,emb_lemma_parent,0.0019503904
761,emb_170_lemma_parent,emb_lemma_parent,0.00074579834
762,emb_171_lemma_parent,emb_lemma_parent,0.00042416021
763,emb_172_lemma_parent,emb_lemma_parent,0.0019595881
764,emb_173_lemma_parent,emb_lemma_parent,0.0013728463
765,emb_174_lemma_parent,emb_lemma_parent,0.0004211463
766,emb_175_lemma_parent,emb_lemma_parent,0.0005450999
767,emb_176_lemma_parent,emb_lemma_parent,0.0008231852
768,emb_177_lemma_parent,emb_lemma_parent,0.0069573754
769,emb_178_lemma_parent,emb_lemma_parent,0.00055238
770,emb_179_lemma_parent,emb_lemma_parent,0.00077292003
771,emb_180_lemma_parent,emb_lemma_parent,0.0034217236
772,emb_181_lemma_parent,emb_lemma_parent,0.002733335
773,emb_182_lemma_parent,emb_lemma_parent,0.0005300947
774,emb_183_lemma_parent,emb_lemma_parent,0.0012185407
775,emb_184_lemma_parent,emb_lemma_parent,0.0009186646
776,emb_185_lemma_parent,emb_lemma_parent,0.0005229636
777,emb_186_lemma_parent,emb_lemma_parent,0.0015260188
778,emb_187_lemma_parent,emb_lemma_parent,0.00041356325
779,emb_188_lemma_parent,emb_lemma_parent,0.0010585197
780,emb_189_lemma_parent,emb_lemma_parent,0.0005058371
781,emb_190_lemma_parent,emb_lemma_parent,0.0004258818
782,emb_191_lemma_parent,emb_lemma_parent,0.0014795057
783,emb_192_lemma_parent,emb_lemma_parent,0.0016481772
784,emb_193_lemma_parent,emb_lemma_parent,0.00086933444
785,emb_194_lemma_parent,emb_lemma_parent,0.00072651246
786,emb_195_lemma_parent,emb_lemma_parent,0.0006693277
787,emb_196_lemma_parent,emb_lemma_parent,0.0005200063
788,emb_197_lemma_parent,emb_lemma_parent,0.0013251662
789,emb_198_lemma_parent,emb_lemma_parent,0.0007135382
790,emb_199_lemma_parent,emb_lemma_parent,0.0030153056
791,emb_200_lemma_parent,emb_lemma_parent,0.0010346856
792,emb_201_lemma_parent,emb_lemma_parent,0.0004324533
793,emb_202_lemma_parent,emb_lemma_parent,0.008187306
794,emb_203_lemma_parent,emb_lemma_parent,0.0010073821
795,emb_204_lemma_parent,emb_lemma_parent,0.00026471936
796,emb_205_lemma_parent,emb_lemma_parent,0.00050731737
797,emb_206_lemma_parent,emb_lemma_parent,0.00079399074
798,emb_207_lemma_parent,emb_lemma_parent,0.0006185527
799,emb_208_lemma_parent,emb_lemma_parent,0.00061423465
800,emb_209_lemma_parent,emb_lemma_parent,0.0013789044
801,emb_210_lemma_parent,emb_lemma_parent,0.0012242608
802,emb_211_lemma_parent,emb_lemma_parent,0.00057689607
803,emb_212_lemma_parent,emb_lemma_parent,0.00042482134
804,emb_213_lemma_parent,emb_lemma_parent,0.0005511619
805,emb_214_lemma_parent,emb_lemma_parent,0.011841026
806,emb_215_lemma_parent,emb_lemma_parent,0.0054442054
807,emb_216_lemma_parent,emb_lemma_parent,0.0009119831
808,emb_217_lemma_parent,emb_lemma_parent,0.0009827277
809,emb_218_lemma_parent,emb_lemma_parent,0.0014030767
810,emb_219_lemma_parent,emb_lemma_parent,0.0021462906
811,emb_220_lemma_parent,emb_lemma_parent,0.0009369383
812,emb_221_lemma_parent,emb_lemma_parent,0.0009668618
813,emb_222_lemma_parent,emb_lemma_parent,0.00086977624
814,emb_223_lemma_parent,emb_lemma_parent,0.0019658306
815,emb_224_lemma_parent,emb_lemma_parent,0.0005550069
816,emb_225_lemma_parent,emb_lemma_parent,0.0010830263
817,emb_226_lemma_parent,emb_lemma_parent,0.0003342038
818,emb_227_lemma_parent,emb_lemma_parent,0.0011212763
819,emb_228_lemma_parent,emb_lemma_parent,0.00053370564
820,emb_229_lemma_parent,emb_lemma_parent,0.0007072582
821,emb_230_lemma_parent,emb_lemma_parent,0.0008909955
822,emb_231_lemma_parent,emb_lemma_parent,0.00042366446
823,emb_232_lemma_parent,emb_lemma_parent,0.0028087967
824,emb_233_lemma_parent,emb_lemma_parent,0.0003553677
825,emb_234_lemma_parent,emb_lemma_parent,0.00044026118
826,emb_235_lemma_parent,emb_lemma_parent,0.0012059454
827,emb_236_lemma_parent,emb_lemma_parent,0.00031711755
828,emb_237_lemma_parent,emb_lemma_parent,0.0006633326
829,emb_238_lemma_parent,emb_lemma_parent,0.00094472204
830,emb_239_lemma_parent,emb_lemma_parent,0.0010149637
831,emb_240_lemma_parent,emb_lemma_parent,0.0005423593
832,emb_241_lemma_parent,emb_lemma_parent,0.0003512718
833,emb_242_lemma_parent,emb_lemma_parent,0.0008613426
834,emb_243_lemma_parent,emb_lemma_parent,0.013465558
835,emb_244_lemma_parent,emb_lemma_parent,0.0007478723
836,emb_245_lemma_parent,emb_lemma_parent,0.0014425836
837,emb_246_lemma_parent,emb_lemma_parent,0.002921561
838,emb_247_lemma_parent,emb_lemma_parent,0.002732245
839,emb_248_lemma_parent,emb_lemma_parent,0.0005752614
840,emb_249_lemma_parent,emb_lemma_parent,0.0050152214
841,emb_250_lemma_parent,emb_lemma_parent,0.0007744368
842,emb_251_lemma_parent,emb_lemma_parent,0.000517683
843,emb_252_lemma_parent,emb_lemma_parent,0.00041520616
844,emb_253_lemma_parent,emb_lemma_parent,0.00084621535
845,emb_254_lemma_parent,emb_lemma_parent,0.00090819923
846,emb_255_lemma_parent,emb_lemma_parent,0.00028266376
847,emb_256_lemma_parent,emb_lemma_parent,0.0005471456
848,emb_257_lemma_parent,emb_lemma_parent,0.0008309281
849,emb_258_lemma_parent,emb_lemma_parent,0.0014278182
850,emb_259_lemma_parent,emb_lemma_parent,0.0046799467
851,emb_260_lemma_parent,emb_lemma_parent,0.00056931423
852,emb_261_lemma_parent,emb_lemma_parent,0.0012231118
853,emb_262_lemma_parent,emb_lemma_parent,0.0010929345
854,emb_263_lemma_parent,emb_lemma_parent,0.00047044415
855,emb_264_lemma_parent,emb_lemma_parent,0.00058085547
856,emb_265_lemma_parent,emb_lemma_parent,0.00069244084
857,emb_266_lemma_parent,emb_lemma_parent,0.016867287
858,emb_267_lemma_parent,emb_lemma_parent,0.0021912386
859,emb_268_lemma_parent,emb_lemma_parent,0.00044673076
860,emb_269_lemma_parent,emb_lemma_parent,0.0021826776
861,emb_270_lemma_parent,emb_lemma_parent,0.0005434725
862,emb_271_lemma_parent,emb_lemma_parent,0.0010675434
863,emb_272_lemma_parent,emb_lemma_parent,0.0012472064
864,emb_273_lemma_parent,emb_lemma_parent,0.00053426716
865,emb_274_lemma_parent,emb_lemma_parent,0.0006568489
866,emb_275_lemma_parent,emb_lemma_parent,0.0009879937
867,emb_276_lemma_parent,emb_lemma_parent,0.0013694611
868,emb_277_lemma_parent,emb_lemma_parent,0.0010838886
869,emb_278_lemma_parent,emb_lemma_parent,0.00050773635
870,emb_279_lemma_parent,emb_lemma_parent,0.0007682511
871,emb_280_lemma_parent,emb_lemma_parent,0.0003815317
872,emb_281_lemma_parent,emb_lemma_parent,0.0008300734
873,emb_282_lemma_parent,emb_lemma_parent,0.001216322
874,emb_283_lemma_parent,emb_lemma_parent,0.000375277
875,emb_284_lemma_parent,emb_lemma_parent,0.0014146221
876,emb_285_lemma_parent,emb_lemma_parent,0.0004227417
877,emb_286_lemma_parent,emb_lemma_parent,0.00053752755
878,emb_287_lemma_parent,emb_lemma_parent,0.0010403447
879,emb_288_lemma_parent,emb_lemma_parent,0.00074206106
880,emb_289_lemma_parent,emb_lemma_parent,0.0008451304
881,emb_290_lemma_parent,emb_lemma_parent,0.0005673169
882,emb_291_lemma_parent,emb_lemma_parent,0.00036243745
883,emb_292_lemma_parent,emb_lemma_parent,0.00046857123
884,emb_293_lemma_parent,emb_lemma_parent,0.002002123
885,emb_294_lemma_parent,emb_lemma_parent,0.0007126545
886,emb_295_lemma_parent,emb_lemma_parent,0.0012437227
887,emb_296_lemma_parent,emb_lemma_parent,0.002133618
888,emb_297_lemma_parent,emb_lemma_parent,0.001079453
889,emb_298_lemma_parent,emb_lemma_parent,0.0015698511
890,emb_299_lemma_parent,emb_lemma_parent,0.0013843098
891,emb_300_lemma_parent,emb_lemma_parent,0.00048746594
